Voyelle	F1	F2	F3	Duree
i	404.201308	1971.287978	2516.106227	76
i	418.234251	1931.515047	2696.99235	145
i	434.9102995	2140.20012	2701.127782	122
i	413.14178	1879.873156	2432.834259	163
i	443.945885	2066.173497	2866.941182	152
i	405.917073	1917.69604	2517.256848	142
i	392.594842	1764.488304	2784.756715	198
i	398.810617	2106.19034	2763.194918	173
i	449.4419395	1881.129099	2680.889714	159
i	385.928774	1849.571096	2494.255749	106
i	459.384566	1871.250407	2591.518417	106
i	429.688537	2145.671525	2677.423074	104
i	439.369916	1833.632067	2183.129761	125
i	475.238255	2152.383602	2936.596643	144
i	400.714016	1954.328876	2506.406818	131
i	477.097544	1861.604596	2744.255361	169
i	419.588944	2196.165632	3069.88571	165
i	406.907782	1852.070515	2529.190093	107
i	394.85511	1875.875334	2567.920525	76
I	269.817791	2324.489616	2927.212329	117
I	324.841399	2370.976153	3120.763572	132
I	271.677315	2269.525749	3130.131126	147
I	403.923072	2186.606699	2761.892808	163
I	275.8352725	2127.903519	2738.284852	135
I	302.0336285	2117.297861	2883.238822	134
I	294.29319	2474.637452	3314.256545	170
I	359.47468	2190.263524	3047.721139	140
I	279.08633	2078.221809	2953.504674	106
i	461.8055965	1826.515553	2531.985944	112
i	483.160021	2103.957382	2778.074172	104
i	462.435895	1718.20185	2265.780648	87
i	433.335102	2121.794223	2891.110987	133
i	393.185075	1964.94653	2530.592378	103
i	467.9772425	1737.357438	2716.084958	151
i	412.979614	1913.478409	2763.262144	120
i	451.528366	1979.969825	3225.689744	86
i	463.8877675	1939.46559	2710.304244	83
I	264.261401	2242.535545	3132.748326	179
I	302.054059	2334.516807	2990.203333	308
I	261.170895	2315.931214	3097.286947	321
I	336.521223	2381.218379	2907.492447	257
I	292.753712	2141.571312	2695.408469	304
I	273.695832	2162.047035	3093.864979	328
I	251.65406	2412.639737	2988.650474	355
I	318.451694	2204.845034	3028.145551	359
I	260.034475	2167.346402	2919.606982	358
i	443.6266025	1974.611599	2548.14439	133
i	388.756982	2174.392482	2759.982063	166
i	390.888287	1863.368577	2486.652719	173
i	391.885029	2115.631714	2853.510733	157
i	336.48442	1949.416977	2537.411886	132
i	415.27913	1839.376443	2783.395195	207
i	331.517557	2006.97525	2742.726563	150
i	381.5489695	1928.936041	2873.422681	136
i	379.158147	1950.521862	2702.05173	103
I	260.608617	2201.960225	3019.927699	134
I	269.439915	2332.263974	3175.872355	165
I	278.3905535	2247.798426	2917.291518	136
I	366.591525	2425.904646	2871.064905	157
I	297.961539	2130.600674	2793.564893	141
I	286.98939	2200.056167	3138.414004	163
I	294.983736	2596.192997	3594.951937	181
I	320.326231	2164.336468	2903.142233	182
I	276.76789	2094.029045	2885.294614	136
I	291.632366	2214.959494	2988.82622	187
I	262.8780125	2304.829471	3164.851319	310
I	262.138346	2327.083395	3025.318631	332
I	311.382105	2420.649379	2967.256838	252
I	283.754211	2173.937787	2799.185434	238
I	275.339591	2382.645934	3248.136842	359
I	259.6709385	2425.076953	3135.347178	301
I	328.917239	2224.244385	3205.360747	360
I	271.23508	2109.010455	2899.042107	311
i	410.2574195	1947.394977	2620.896316	137
i	390.71594	2175.578187	2812.727955	121
i	399.2298765	1922.572768	2445.03866	111
i	383.527747	2234.063388	2961.873336	148
i	377.454394	1958.570022	2549.408072	128
i	418.0729875	1841.823327	2775.855775	221
i	353.57463	2189.508822	2855.847851	139
i	419.9480715	1975.457616	2958.55682	153
i	365.8700755	1862.669251	2533.096887	105
i	472.377945	1916.660014	2647.88287	91
i	397.7660545	2206.51844	2763.608462	140
i	462.408739	1890.739772	2396.267666	86
i	478.2660925	2138.706996	2825.224975	122
i	430.1718815	1989.09048	2481.855926	111
i	508.030294	1804.547262	2743.090482	126
i	414.633703	2114.037397	2756.279029	113
i	440.413294	1882.289594	2711.449616	124
i	413.333444	1857.986842	2548.327143	86
I	296.5369915	2206.426577	3030.802875	163
I	283.114966	2375.154611	3272.158259	171
I	269.1829135	2484.441428	3062.744755	133
I	388.6546875	2222.359345	2885.134399	185
I	303.302867	2088.566398	2915.219	113
I	272.0169795	2231.303907	3122.723129	171
I	306.5129665	2419.24437	3204.24437	139
I	387.753435	2245.873345	3203.033118	155
I	249.032468	2034.949425	2904.409487	103
i	459.460353	1890.411016	2446.359546	132
i	479.5906955	2246.311038	2901.443815	112
i	441.255678	1872.768206	2354.347371	76
i	447.963575	2127.636028	2902.928072	129
i	436.7213135	2002.875681	2568.555399	115
i	453.021536	1817.13138	2648.931069	133
i	425.3100815	2134.413441	2803.814555	113
i	455.76526	1935.627943	2864.399324	85
i	433.8732905	1893.795045	2433.966377	85
I	300.758698	2369.750503	3069.906461	133
I	313.63226	2289.737994	3109.361314	170
I	319.32454	2247.797304	2921.800994	148
I	362.119847	2204.563353	2840.52983	178
I	340.29192	2018.390652	2685.928036	157
I	282.430268	2200.166338	3079.382311	175
I	285.6721345	2620.36204	3538.541356	123
I	382.695108	2191.867907	3032.464883	181
I	268.820985	2024.478526	2750.877924	121
i	443.237022	1991.451426	2603.513824	113
i	450.6095045	2082.518018	2694.69191	114
i	463.7063335	1817.253576	2239.507342	73
i	463.834776	1943.54542	2805.654425	130
i	453.612111	2051.787219	2577.488078	115
i	495.509749	1820.57653	2743.941166	120
i	403.9566205	2187.112342	2893.674813	132
i	427.724391	1956.876233	2649.30055	83
i	419.637382	1954.912173	2563.948708	46
I	312.4095505	2178.324406	2906.90937	175
I	342.415029	2479.101855	3244.905986	233
I	314.524943	2328.677292	2948.37137	308
I	343.634715	2439.884456	2847.690894	217
I	340.716994	2208.452365	2665.939293	243
I	297.613665	2319.205936	3042.655743	295
I	311.953613	2526.884844	3898.633494	170
I	373.0895925	2268.572456	2920.213795	251
I	292.8683125	2176.312702	2829.332309	224
i	412.8044585	1941.768809	2665.565915	137
i	456.451356	2217.625186	2702.230349	119
i	490.5758535	1894.247855	2446.179701	121
i	413.2968975	2116.379937	2816.362698	126
i	379.63193	1957.155173	2547.184456	118
i	388.4453185	1823.271195	2771.202434	150
i	378.6302915	2037.356852	2784.87128	136
i	446.44722	1940.337562	2696.583659	128
i	314.752763	1870.299564	2469.079026	56
I	306.3135795	2175.637352	2991.877739	147
I	278.94637	2379.328289	3193.762862	153
I	308.52292	2352.328593	2917.259995	146
I	363.154336	2407.132664	2873.472532	134
I	291.826341	2132.166812	2876.826686	141
I	251.406548	2360.368606	3407.046396	176
I	305.010626	2591.913445	3534.503449	140
I	347.993362	2193.753179	3004.886435	152
I	268.9425795	2137.572818	2961.967794	103
i	470.223359	1920.125568	2604.662516	138
i	425.941896	2281.887466	2819.042438	116
i	509.558373	1968.579793	2852.465175	81
i	465.4972735	2016.929909	2778.144762	147
i	393.7606715	1955.928911	2513.788062	79
i	495.934714	1810.1882	2697.902122	126
i	385.9928725	2265.539558	2785.846982	147
i	446.876004	1934.599478	2829.354654	82
i	431.989824	1933.180796	2517.440975	79
I	288.519563	2231.580079	2857.255768	129
I	298.720197	2344.615735	3120.40158	151
I	283.4494685	2403.723964	3146.428984	138
I	383.5965505	2256.441052	2789.220575	139
I	303.915507	1985.480975	2683.421368	132
I	267.140842	2482.646789	3466.342875	176
I	260.108555	2612.260087	3820.3129	204
I	359.473613	2172.871704	3036.329247	151
I	270.5416885	2100.339712	2809.437656	111
i	445.901438	1824.437297	2455.707451	111
i	432.683632	2238.465986	2793.73483	135
i	462.65833	2018.210993	2719.225919	61
i	477.497311	2048.987388	2907.928	141
i	419.4539455	1901.932475	2541.65776	111
i	446.5915175	1808.673932	2686.275082	137
i	433.27008	2057.45615	2773.958497	121
i	421.229936	1837.148851	2442.20557	87
i	424.9414605	1767.392015	2475.838538	64
I	267.992188	2253.073608	3067.512474	122
I	292.0598195	2423.457282	3066.424384	147
I	269.140218	2369.498581	2768.05209	150
I	365.977265	2370.54421	2910.953621	146
I	308.137636	2065.24544	2758.679749	166
I	267.756366	2358.996664	3224.786782	173
I	290.18303	2653.516067	3816.107944	156
I	344.4426945	2215.901283	2880.666439	172
I	287.8099015	2083.387502	2911.557521	97
i	443.167095	1927.452762	2481.473386	116
i	412.3012145	2257.963624	2859.899683	130
i	488.942147	1971.563596	2743.676133	83
i	470.252811	1993.528979	2728.141469	159
i	408.0858645	1913.118796	2503.78212	138
i	466.022615	1838.851764	2737.562985	142
i	420.24272	2101.422527	2793.847873	153
i	430.83975	1946.869235	2615.918729	90
i	410.4621695	1901.039808	2488.73963	74
v	709.4484395	1212.764759	2447.687039	111
v	740.026037	1240.332511	2424.67917	131
v	705.483632	1205.950073	2318.734722	120
v	750.959179	1384.645359	2862.967696	169
v	621.4221685	1168.373039	2414.510285	140
v	622.103012	1126.189208	2558.972407	172
v	607.2437125	1154.271655	2804.860237	174
v	627.433088	978.8754515	2441.51176	122
v	637.7255515	1079.562106	2813.46295	98
v	673.783337	1249.520554	2588.605064	146
v	643.5096365	1256.758001	2529.57945	151
v	592.7467615	1234.996961	2465.418401	152
v	656.405169	1382.711149	2738.837613	180
v	609.123621	1168.622333	2421.702332	179
v	641.70767	1200.312144	2637.633713	208
v	626.5033055	1210.247151	2836.845374	155
v	598.867436	1051.867111	2632.520068	190
v	630.849722	1129.42366	2673.95263	130
v	623.273279	1065.188524	2542.839127	117
v	703.086346	1205.142281	2501.386053	154
v	682.2182165	1201.009852	2500.165039	176
v	721.712151	1370.016923	2769.262129	155
v	630.4114775	1146.294384	2609.033533	149
v	656.008304	1187.699449	2806.571114	183
v	670.7662815	1162.908048	2665.385432	166
v	610.612999	927.142812	2674.706267	162
v	633.5369825	1121.71354	2723.615949	120
v	642.958942	1168.99285	2648.061903	117
v	721.3008	1247.712354	2438.364631	148
v	671.496727	1162.696647	2377.434841	130
v	698.237903	1374.999619	2702.12979	140
v	672.791033	1192.999583	2543.384141	143
v	673.3983	1165.968143	2616.228087	155
v	644.529641	1193.074163	2893.492997	138
v	648.879559	907.623179	2609.633024	106
v	690.416239	1132.445484	2883.898221	84
v	614.6115825	1264.663134	2343.893659	121
v	648.4000245	1300.193537	2332.06951	154
v	667.01767	1289.72385	2659.604303	156
v	705.091936	1432.408701	2673.029723	167
v	659.917279	1234.862787	2435.32508	132
v	668.245444	1228.547375	2683.659977	180
v	622.295493	1181.808539	2702.784882	139
v	618.4145335	1049.54168	2452.695346	127
v	609.387209	1155.276419	2593.111934	113
v	656.628027	1287.943069	2154.602744	90
v	712.1643735	1253.33795	2352.455683	146
v	763.64346	1297.710438	2423.928261	104
v	723.093297	1394.968027	2565.432806	128
v	714.3404745	1193.443958	2398.698546	98
v	660.0659335	1238.358862	2612.17459	138
v	756.496015	1214.202671	2635.212018	105
v	676.929876	1087.630778	2474.601547	89
v	619.008927	1134.344963	2659.877369	85
v	677.467494	1238.593373	2396.095703	98
v	770.232629	1245.450247	2380.14555	141
v	728.483242	1256.703214	2527.060091	116
v	718.5247145	1465.46141	2538.925997	142
v	751.4674135	1233.226314	2532.539537	125
v	669.485637	1237.841386	2606.291019	144
v	704.973488	1164.003475	3099.211633	148
v	646.520863	1111.420371	2501.253998	106
v	680.964956	1181.582689	2832.352968	85
v	585.537938	1188.522605	2617.368827	124
v	643.046468	1355.007151	2453.671024	111
v	721.92512	1209.314384	2753.881845	154
v	690.249855	1343.778503	2763.033743	153
v	682.478147	1226.152733	2542.209971	140
v	626.143752	1264.805526	2654.725991	159
v	705.42358	1183.14622	2727.184194	150
v	600.131204	1191.996269	2556.708316	159
v	692.717889	1132.920159	2793.96875	106
v	637.3641095	1101.296475	2401.955479	107
v	770.387452	1280.127848	2366.045997	130
v	787.490681	1192.909417	2560.039754	95
v	782.962047	1378.653507	2760.02825	141
v	679.7225745	1209.01733	2516.155196	100
v	714.595745	1156.152182	2671.805166	146
v	744.3137745	1145.496222	2938.745087	134
v	626.490528	1077.196488	2597.610535	112
v	641.570053	1109.370524	2841.695683	70
v	651.342157	1201.733789	2604.620055	123
v	668.11957	1290.806873	2461.709168	135
v	764.178599	1297.651998	2781.991749	81
v	720.1944865	1429.725231	2785.849252	151
v	661.034278	1229.458923	2544.63353	121
v	659.172189	1233.567969	2671.513358	147
v	564.369446	1175.449615	2811.420676	146
v	623.916794	1046.221437	2552.214631	114
v	657.318414	1258.318225	2615.559221	66
v	665.617007	1132.242507	2552.001958	118
v	691.184974	1204.815252	2114.135848	141
v	870.126221	1268.122956	2704.201109	113
v	759.2244125	1364.401074	2895.988085	134
v	705.804551	1179.869315	2610.140515	136
v	626.32614	1139.899125	2822.554988	160
v	566.458044	1133.782743	2849.184249	180
v	588.94779	986.800444	2538.200765	104
v	730.116975	1074.757856	2928.820152	65
v	645.909553	1180.822644	2199.806748	91
v	719.99286	1156.461942	2386.752702	104
v	768.420158	1195.020987	2416.768973	105
v	758.8823905	1371.041742	2815.812123	138
v	649.534487	1121.540499	2501.257019	128
v	739.595777	1194.092142	2654.638298	158
v	666.700383	1159.068399	2526.01785	157
v	664.793412	1099.386553	2543.198261	109
v	673.742168	1134.461501	2734.47673	68
v	649.483998	1211.430739	2463.588522	90
v	708.962989	1236.751961	2540.635478	133
v	754.11744	1168.147732	2606.558995	115
v	765.0577845	1404.53485	2798.190411	146
v	674.624611	1212.342559	2364.465566	92
v	699.889304	1187.505037	2732.803589	150
v	771.309705	1167.1577	2716.813123	119
v	619.450776	968.080585	2670.792092	107
v	716.672883	1142.22024	2917.565172	93
v	621.846263	1295.404786	2341.930993	108
v	770.470766	1292.251041	2401.756109	153
v	744.410766	1235.633655	2459.753608	119
v	736.5811715	1444.119282	2815.522499	126
v	663.980489	1253.877747	2428.177913	89
v	733.158178	1178.357921	2767.094423	154
v	684.486982	1176.328028	2898.157183	137
v	643.5932015	1092.405296	2529.494556	111
v	700.172174	1198.529874	2812.367994	65
