Voyelle	F1	F2	F3	Duree
i	505.4623085	2493.34201	3302.561457	186
i	507.148139	2492.070072	3153.522764	154
i	487.151806	2602.234655	3336.387118	152
i	501.930806	2326.564614	3174.33913	156
i	480.012569	2297.593723	2946.862464	167
i	576.679029	2058.279326	3042.831504	104
i	516.4522	2352.758149	3174.348952	112
i	620.963364	2407.057827	3137.512032	115
i	640.950004	2254.844129	3465.265515	115
i	556.443203	2512.132486	3223.325843	154
i	584.792295	2564.930494	3198.272383	142
i	512.043787	2541.303411	3117.573057	80
i	566.260561	2227.7715	3063.897344	138
i	458.903094	2384.846539	2812.446717	176
i	529.592982	2200.67139	3193.975774	152
i	519.1536305	2268.422732	2404.303251	147
i	618.702756	2366.304943	3105.991497	145
i	567.286021	2132.823194	3343.446447	106
i	503.9684285	2491.126377	3175.608715	202
i	580.886605	2496.684485	3212.156467	154
i	520.3004125	2458.950479	3176.342027	139
i	541.27009	2218.039386	3150.948942	142
i	451.6192045	2342.830836	2786.17426	160
i	546.0926485	2070.270842	3138.384381	83
i	504.374686	2368.198758	3215.691094	137
i	624.122985	2550.310062	3147.1005	114
i	592.586507	1932.443983	2872.096826	105
i	567.749985	2431.042288	3125.41935	132
i	590.0342645	2402.717229	3107.21853	124
i	519.141249	2485.652413	3187.19259	115
i	563.327366	2210.900671	3118.902148	153
i	509.5074075	2283.657686	2856.717599	140
I	346.598979	2718.587464	3206.406965	110
I	357.861739	2907.149899	3700.753133	105
I	433.513332	2845.123078	3713.928991	134
I	341.5337225	2638.629867	3069.483855	137
I	418.510713	2907.797159	3428.10101	143
I	369.5883665	2928.293362	3455.813396	166
I	359.849743	2821.648905	3712.712447	116
I	380.887646	2651.071241	3031.463219	178
I	332.256028	2824.721323	3875.729669	151
i	585.056672	2060.88684	3130.980681	91
i	566.91224	2249.645193	2943.01661	100
i	672.0012525	2178.142118	2805.266219	121
i	604.430206	1914.776438	2900.367263	117
i	636.2592065	2258.373663	3182.134515	115
i	614.738532	2202.542318	2963.278279	131
i	533.5108385	2261.18207	2975.77445	73
i	588.516196	2148.476324	3093.534522	151
i	535.838534	2208.129669	2819.413661	103
I	334.728919	2717.339344	3210.521314	244
I	338.37567	2961.08839	3630.043928	326
I	353.262901	2944.05483	3529.48702	225
I	365.137101	2690.412282	3192.277448	319
I	390.484304	2986.06635	3756.440668	355
I	404.947754	2898.600401	3337.29821	343
I	350.996551	2790.80462	3665.16704	366
I	368.349331	2800.532165	3067.647711	242
I	312.50565	2829.710739	3754.916909	305
i	488.3164065	2095.420632	3215.789601	144
i	494.808638	2376.86489	3001.114275	196
i	565.321584	2342.397404	3125.636425	157
i	553.591701	2692.716353	3233.800116	156
i	511.746319	2457.904749	3211.737856	219
i	471.123574	2471.064683	3169.78156	165
i	488.65582	2473.117156	3256.703747	138
i	500.113707	2206.101885	3035.598743	177
i	434.1938105	2279.779382	2844.899797	153
I	370.332821	2832.019045	3327.678063	106
I	423.1117015	2945.272255	3582.104717	125
I	374.142228	2960.570669	3513.508734	126
I	372.0994	2723.184906	3317.85966	138
I	397.69774	2976.597183	3373.843759	129
I	400.0174	2932.097492	3532.334486	158
I	318.1559505	3125.432226	3863.072041	127
I	347.971959	2813.856102	3192.745109	134
I	300.7648375	2678.363214	3827.464997	177
I	354.865786	2798.221211	3348.372742	231
I	352.259423	3060.031702	3765.781178	314
I	396.361181	2975.276587	3407.576336	241
I	372.3251855	2722.599696	3215.117121	272
I	388.093085	2974.517328	3704.929291	310
I	382.1111885	2878.245815	3706.078666	311
I	342.929704	2868.000501	3855.55468	327
I	349.8737665	2916.34354	3051.906532	225
I	302.470751	2769.913559	3780.29456	362
i	487.993624	2236.89733	3190.066065	158
i	496.2962805	2403.674317	2983.554735	171
i	505.5388265	2494.431351	3002.161897	125
i	526.586636	2403.404537	3324.891515	134
i	498.8577185	2607.315041	3172.374754	159
i	551.747925	2479.823355	3076.796169	141
i	467.671694	2650.491053	3158.384308	121
i	518.110124	2349.049975	3155.081571	130
i	424.729373	2436.544082	3018.432927	205
i	636.216701	2102.403231	3182.257065	94
i	552.0367165	2354.476911	2880.704268	145
i	650.5829225	2469.345203	2978.241862	138
i	606.568923	2262.013009	3057.302001	135
i	580.8505975	2577.865604	3235.546203	100
i	600.6604505	2424.462472	3051.144311	123
i	517.281159	2627.195115	3233.182627	106
i	552.5029155	2247.439889	3142.414767	129
i	495.987881	2438.086396	3068.7146	120
I	330.107703	2763.470867	3368.384817	143
I	394.6372695	3063.229309	3782.542533	136
I	386.92526	2909.436901	3653.167552	145
I	358.7755595	2669.807859	3448.815408	125
I	364.595695	2933.076002	3456.654911	125
I	343.205551	3047.511875	3966.679855	143
I	355.528449	2979.409997	3798.300441	106
I	392.890777	2684.347586	3122.778215	191
I	308.307276	2739.260733	3840.599798	168
i	611.0419	2101.305326	3034.335488	94
i	532.142504	2418.188718	2853.663351	114
i	684.216603	2566.255629	3127.802487	79
i	686.858244	2150.975456	3026.463272	106
i	636.116423	2508.035114	3039.692777	83
i	615.3541765	2440.692276	3060.187257	88
i	537.5863085	2751.123032	3803.844144	74
i	577.5219005	2115.072431	3029.707298	152
i	546.3321345	2291.465794	2874.431156	111
I	369.737852	2697.249336	3350.562958	114
I	406.3906765	3022.789446	3803.16601	174
I	443.1019905	2846.235793	3323.055376	134
I	340.2148865	2726.926061	3229.224213	148
I	362.058269	3047.848851	3821.679858	137
I	423.202842	2851.746586	3669.257259	144
I	411.443756	2991.125988	3814.589683	161
I	370.076671	2840.704583	3227.563655	142
I	305.402504	2703.035007	3749.471108	206
i	624.31314	2112.17729	3208.049698	85
i	528.197283	2340.790786	3086.065277	128
i	635.203341	2218.119075	3198.954608	190
i	621.175236	2249.915792	3260.210405	131
i	619.974114	2400.411636	3206.953588	116
i	626.2579495	2327.159415	3135.584067	108
i	505.666765	2618.043379	3408.931994	97
i	584.3597315	2166.301973	3068.217746	121
i	518.5939295	2455.007887	2687.227589	136
I	373.683671	2715.306661	3292.958644	222
I	353.158943	3090.96991	3780.62395	274
I	427.521261	3022.991027	3433.955329	232
I	371.00409	2765.661194	3330.519477	214
I	425.270259	2964.441049	3392.357744	302
I	415.110204	2851.193911	3169.637265	272
I	432.431742	2906.080458	3578.515905	196
I	388.151279	2718.132095	3249.187172	200
I	336.469081	2682.201242	3805.429138	297
i	520.792665	2121.859651	3110.375815	123
i	517.3763725	2380.029128	3157.594741	151
i	613.509329	2489.363899	3157.807339	145
i	538.4275535	2233.544525	3297.605639	88
i	529.7123495	2457.492824	3205.467869	207
i	634.274119	2411.34385	3276.756894	178
i	495.093457	2573.139454	3447.240116	118
i	611.08339	2182.22676	3109.824494	130
i	345.6877505	2289.303942	2941.68454	125
I	349.80435	2710.091228	3165.763733	127
I	327.217311	3105.705916	3900.670307	159
I	421.354924	2888.010832	3301.495216	160
I	349.246299	2731.142835	3253.172811	125
I	373.611173	3028.827519	3507.393493	167
I	344.701221	2963.868849	3391.858074	127
I	406.048372	2897.22023	3725.309171	120
I	360.178807	2835.386728	3444.741681	136
I	311.695057	2726.868932	3769.262985	208
i	625.471327	2123.379204	3056.294239	80
i	527.79057	2459.545157	2974.558535	107
i	611.963542	2326.240856	2967.849394	99
i	595.471017	2301.161468	2994.249808	105
i	604.524823	2455.932685	2948.784348	119
i	599.235801	2381.769921	3211.909705	87
i	534.3125435	2683.200899	3632.926028	85
i	539.005317	2232.969824	2994.25993	158
i	506.3989355	2416.831058	2855.479596	99
I	353.231782	2725.863278	3360.684942	133
I	353.042108	3124.373869	3930.190249	125
I	417.630776	2782.000034	3245.710515	108
I	348.126552	2588.668432	2946.835527	130
I	419.4997765	2990.315705	3457.411113	150
I	385.909224	2907.229414	3286.637669	140
I	385.852338	2895.816951	3622.286583	136
I	365.5857435	2774.453553	3245.467788	163
I	309.7146635	2650.921805	3774.571131	226
i	574.458487	2005.892262	2982.616695	99
i	564.93013	2293.948066	2985.061005	111
i	644.9329875	2168.216161	2742.385302	125
i	594.6612755	2006.637033	2889.679774	154
i	625.446338	2386.977388	3093.103053	153
i	603.94864	2399.741941	3133.9747	96
i	512.424107	2574.203712	3537.984945	81
i	539.895094	2268.777462	3038.08346	105
i	523.8156355	2309.379255	2800.120344	149
I	352.889266	2855.375662	3324.040445	128
I	347.973515	3073.726585	3885.423581	178
I	394.517596	2831.666021	3274.190356	125
I	365.8811295	2684.760024	3222.983031	171
I	326.798967	3035.907204	3760.966225	120
I	319.576407	2959.79243	3229.473504	143
I	360.8140495	2868.01493	3766.613495	122
I	364.133525	2781.94023	3336.340698	162
I	326.390011	2651.458539	3706.11542	194
i	561.3477545	2116.433367	3058.145701	76
i	544.873074	2317.533595	2906.306154	116
i	653.402567	2263.148026	3047.059319	85
i	571.71402	2050.208739	2883.602974	168
i	609.762653	2443.356259	3109.284547	116
i	582.189371	2465.203459	3135.933036	128
i	498.374819	2739.93989	3730.454709	86
i	550.149241	2199.513425	2937.198084	138
i	520.0758	2241.299567	2694.495012	135
v	766.080362	1392.802805	2979.039322	88
v	706.153668	1209.703865	3073.64073	137
v	900.010798	1473.201595	2919.802757	111
v	745.0034225	1447.778553	2899.46269	99
v	903.15726	1411.729144	3075.670325	129
v	863.7048185	1426.18478	2894.511058	147
v	775.032275	1429.869608	3308.448723	95
v	754.1158425	1232.908658	2972.239446	137
v	767.749714	1263.732175	2986.384937	160
v	683.1222335	1459.515987	3136.943025	147
v	750.228528	1265.959291	3293.369528	185
v	740.042346	1575.833779	3067.485296	148
v	710.953985	1433.128541	2928.365649	164
v	744.2435805	1476.628268	3239.02049	201
v	779.837102	1470.526522	2865.656484	196
v	817.8506985	1571.95763	3360.79649	148
v	671.844074	1291.829637	3039.363348	160
v	653.647962	1476.573188	3032.032231	184
v	771.701334	1543.285173	3143.98917	146
v	736.2655375	1171.577917	3037.245757	163
v	830.2113695	1405.850535	2804.360103	150
v	685.4459835	1421.083439	2809.865129	110
v	760.947595	1464.699351	3025.17683	218
v	796.3721455	1375.729421	3011.0622	161
v	833.950865	1498.856579	3684.199535	177
v	741.461236	1258.465022	3199.108209	144
v	747.956457	1380.141655	2976.045671	155
v	745.4012925	1432.99282	3059.921266	97
v	597.750193	1182.177618	2990.279818	144
v	856.4794655	1507.252667	2676.901417	148
v	784.997623	1401.560714	2806.976013	180
v	935.769085	1404.425816	3085.034536	120
v	826.34448	1413.655696	2896.267526	128
v	757.628003	1461.685691	3298.39405	86
v	778.5853285	1288.855506	3072.656256	159
v	753.024057	1337.07664	2894.578875	149
v	677.802048	1611.167396	2949.900656	115
v	720.2474945	1304.290855	2831.312311	125
v	898.4812205	1631.585684	2846.956275	126
v	718.866843	1501.140331	2834.467753	153
v	845.433837	1462.773286	2992.782578	143
v	784.357144	1490.075382	2881.115119	136
v	851.4329395	1600.437646	3211.340102	100
v	691.541541	1425.440657	3047.457002	179
v	642.365208	1569.238342	2891.008703	201
v	842.00298	1442.480323	2863.2434	89
v	718.540156	1224.547752	2975.276951	91
v	848.156425	1487.539957	2732.564144	95
v	739.878004	1374.499867	2758.516503	137
v	933.8316625	1460.984322	3037.426984	114
v	839.436577	1458.208956	2883.42455	124
v	1357.974999	1719.694329	3156.55593	59
v	804.015521	1287.548337	2864.168235	134
v	783.398332	1302.871356	2763.922368	107
v	991.593699	1562.002281	2992.037933	104
v	749.325268	1250.295864	2867.703338	131
v	758.814755	1511.276714	2429.388259	115
v	813.02475	1474.105572	2785.094596	117
v	960.419276	1516.576149	2984.212176	80
v	784.1977705	1473.187581	2702.698328	139
v	914.364154	1600.771988	2878.182926	72
v	744.950697	1220.706331	1432.456686	117
v	714.2030545	1411.530841	2892.260075	110
v	832.586856	1665.205467	3189.196473	105
v	710.184444	1239.889928	3134.12537	152
v	721.7167905	1575.306085	2753.781153	128
v	787.124564	1555.504545	2939.477147	143
v	934.551729	1414.418017	3091.764268	165
v	763.305695	1492.486429	2857.244589	150
v	770.555213	1535.111798	3171.940897	139
v	637.8269455	1409.29927	3150.059023	133
v	747.5853055	1364.179261	2897.598105	146
v	823.1826085	1402.415223	3073.537257	100
v	761.9923215	1185.973227	3118.894458	98
v	815.919458	1521.333697	2859.619564	102
v	778.262965	1498.031285	2993.202505	153
v	959.058414	1408.492985	3097.332791	91
v	822.428541	1344.783981	2781.447529	126
v	907.79836	1381.326236	3230.407252	93
v	786.10594	1300.166704	3078.667827	107
v	704.438112	1294.948068	2979.845866	114
v	884.313643	1634.139926	3137.681026	77
v	843.3987185	1313.129557	3192.698868	112
v	860.822432	1454.304267	2690.532972	137
v	746.1837065	1511.12544	2991.834565	142
v	1018.4907	1521.831323	3072.152458	116
v	796.640569	1443.547946	2941.625861	115
v	865.905973	1632.617069	3065.36469	95
v	791.759885	1324.409075	3019.400842	112
v	731.567752	1334.293479	2936.99871	131
v	883.781353	1511.714101	3171.893963	82
v	774.248867	1237.66255	3219.506587	115
v	886.195622	1416.85117	3076.617323	97
v	751.327915	1438.66264	3207.140123	182
v	998.168866	1427.988808	3188.828008	118
v	859.483791	1397.677301	3186.392326	142
v	896.748387	1371.812354	3570.523403	98
v	794.991588	1233.920911	3372.352936	127
v	724.270704	1235.674521	3118.961601	127
v	988.847126	1302.583016	3120.670159	68
v	745.46359	1197.195006	2988.351819	110
v	822.0181405	1408.940271	2876.246971	100
v	744.013053	1469.137401	2858.345706	128
v	926.987179	1400.21896	2964.042964	101
v	885.093096	1513.555564	2844.253042	113
v	908.6710375	1403.185883	3274.919629	63
v	803.2223975	1272.45946	2951.20641	126
v	808.1601335	1409.198188	2923.757431	125
v	905.22927	1488.783446	3106.149135	86
v	781.307605	1219.305519	3128.380114	115
v	822.824923	1455.510154	2679.901017	95
v	701.3022715	1457.757451	2798.181067	100
v	971.886167	1424.148891	3029.130809	116
v	887.657516	1455.786053	2983.00395	133
v	963.150963	1351.720492	3414.082767	113
v	774.038848	1321.618137	3074.368282	125
v	754.2444605	1413.537762	3040.438035	101
v	861.358122	1547.935744	3106.021054	109
v	714.868166	1267.616325	2897.566706	103
v	806.856151	1616.106073	2882.79413	100
v	712.493775	1570.844578	2873.987244	134
v	887.082733	1451.82962	2912.680395	92
v	797.700686	1488.315286	2810.364892	93
v	830.041043	1576.070304	3208.781288	95
v	699.707043	1292.457912	2956.747303	143
v	743.668828	1559.017772	2885.587813	95
